Index,date Creation,date Actualisation,Offres d'emploi,Missions,Compétences,Qualifications Pro,Types de contrat,Lieu de travail,Entreprise,Qualifications
65,2023-02-19T11:25:29.000Z,2023-03-11T15:46:20.000Z,CHEF DE PROJET AUTOMATISME (H/F) - CDI,"RESPONSABILITÉS : 

Rattaché (e) au site de production de notre client dans le secteur automobile, vous assurez la gestion des projets en automatisme.
 Vos missions sont les suivantes :
 - Assurer les échanges avec le bureau d'étude, la production, les fournisseurs
 - Accompagner les équipes des différents sites dans l'expertise et le savoir-faire technique (en France et en Europe)
 - Animer les réunions de convergence technique en termes de qualité / coûts / délais
 - Participer à l'élaboration des projets en automatisme
 - Réaliser le contrôle technique des livrables, valider et argumenter les choix techniques
 - Accompagner les équipes dans la définition des phases Avant-Projet
 -  Suivre les mises en service des moyens automatiques.
 -  Assurer un reporting auprès des équipes BE.

PROFIL RECHERCHÉ : 

De formation Bac+3 à Bac+5 en Automatisme ou en électricité ou équivalent, vous avez une expérience de 8 ans en développement automatisme en milieu industriel. 
Vous êtes spécialisé en GTB (Gestion Technique Bâtiment) et GTC (Gestion Technique Centralisée).
 Vous avez des compétences sur les contrôleurs DISTECH et principalement les ECY-S1000.
 Vous êtes autonome, rigoureux et êtes un bon communiquant.
 Evoluant dans un contexte international et multiculturel, une maîtrise confirmée de l'anglais est nécessaire.
 Déplacement à prévoir.
 Vous vous retrouvez dans ce profil, n'hésitez pas à postuler !", , ,CDI,"{'libelle': '33 - BORDEAUX', 'latitude': 44.851895, 'longitude': -0.587877, 'codePostal': '33000', 'commune': '33063'}","{'nom': 'SKAYL', 'description': ""TailorMade Talent est une marque du groupe Link dont la vocation est d'accompagner les entreprises de tout secteur et de toute taille dans leurs enjeux d'investissement. Apporteur de solution en Ingénierie Industrielle, TailorMade Talent se veut être un acteur engagé au service de ses clients sur l'ensemble du territoire."", 'entrepriseAdaptee': False}", 
66,2023-01-31T08:45:51.000Z,2023-04-29T13:14:29.000Z,Chef de projet automatisme (H/F),"Description du poste :
Au sein de la Division Industrie de SPIE Industrie, le service Life Sciences est spécialisé dans le support aux clients de l'industrie pharmaceutique et cosmétique/dispositifs médicaux, tout au long du cycle de vie des projets, de la conception jusqu'au support en production. Agissant pour le compte des équipes clients, ou bien au sein de grands projets menés par SPIE Industrie, les consultants SPIE Life Sciences interviennent sur différents métiers (technique, qualité, réglementaire.).
Dans le cadre de projets d'ingénierie dans l'industrie pharmaceutique, vos principales activités consistent à piloter des lots orientés sur l'informatique industrielle (MES, automates, logiciels .).
A ce titre, vous êtes en charge de la définition et la formalisation des besoins utilisateurs (URS / SBU) ainsi que la rédaction des cahiers des charges et consultations des fournisseurs.
Vous participez à la conception de la solution technique. Vous suivez les fournisseurs pendant la réalisation et réalisez les FAT, les SAT et les Qualifications.
Description du profil :
De formation BAC +5 spécialité informatique industrielle / automatisme, vous justifiez d'une expérience de 5 ans minimum sur un poste similaire idéalement dans le domaine de l'industrie pharmaceutique.
Votre rigueur, votre relationnel et votre sens du service sont des atouts incontournables pour ce poste.", , ,CDI,"{'libelle': '69 - LYON 05', 'latitude': 45.755976, 'longitude': 4.80079, 'codePostal': '69005', 'commune': '69385'}","{'description': ""SPIE accompagne la transition énergétique et la transformation numérique.\nNotre ambition ? Bâtir un monde toujours plus smart et responsable grâce au savoir-faire reconnu d'une communauté de passionnés qui aiment se réinventer et transmettre. Des audacieux qui entreprennent chaque jour. Des professionnels qui se révèlent dans la diversité de leurs missions et de leurs métiers.\nNous vous proposons de construire votre parcours professionnel au sein de SPIE Industrie.\n~@..."", 'entrepriseAdaptee': False}", 
67,2023-05-01T07:50:41.000Z,2023-05-03T06:53:01.000Z,AUTOMATICIEN (H/F),"Recherche: AUTOMATICIEN (H/F)
Votre mission
Akkodis Talent , Cabinet de recrutement spécialisé recrute pour son client, un automaticien H/F afin de fiabiliser et d'optimiser ses outils production.
Vous supportez, avec toutes vos compétences, les équipes de production. Vous fournissez une aide lors de la recherche de pannes grâce à vos compétences d'analyse de programmes et vos connaissances techniques multiples (logiciels, automates, variateurs de puissances, capteurs, systèmes pneumatiques.) et proposez les améliorations nécessaires. Vous participez aux nouveaux projets d'extension et de développement du site et pouvez prendre en charge la gestion de certains projets.
Vos missions:
-      Dépanner les équipements de production et faire un diagnostic technique (hardware et software).-      Communiquer avec les interfaces internes ou externes d'assistance technique.-      Fiabiliser les équipements de production et résoudre les éventuels bugs.-      Documenter les problèmes rencon...", , ,CDI,"{'libelle': '62 - ST POL SUR TERNOISE', 'latitude': 50.381142, 'longitude': 2.336943, 'codePostal': '62130', 'commune': '62767'}",{'entrepriseAdaptee': False}, 
68,2023-05-01T06:48:08.000Z,2023-05-03T06:46:58.000Z,AUTOMATICIEN (H/F),"Recherche: AUTOMATICIEN (H/F)
La division Industrie et Ingénierie du cabinet de recrutement Adsearch recherche pour son client équipementier automobile, un(e) automaticien H/F.
Vos missions:
Rattaché(e) au Responsable du déploiement automatisme, vous êtes garant de votre activité. Vous assurez la mise en œuvre du processus de fonctionnement ainsi que la stratégie de test.
Votre parfaite autonomie alliée à votre professionnalisme permettent de démontrer votre efficacité dans vos principales missions et responsabilités :
Participer à lélaboration des réponses techniques en adéquation avec les spécifications clients, en collaboration avec les ingénieurs projets,
Etablir les analyses fonctionnelles et réaliser les dossiers techniques en électricité (Schémas) et définir les architectures matérielles,
Concevoir les automatismes de contrôle et de régulation (PLC et IHM),
Rédiger les manuels d'utilisation,
Tester et valider les solutions,
Accompagner les mises en services sur sit...", , ,CDI,"{'libelle': '69 - CALUIRE ET CUIRE', 'latitude': 45.797623, 'longitude': 4.848745, 'codePostal': '69300', 'commune': '69034'}",{'entrepriseAdaptee': False}, 
69,2023-04-30T08:01:54.000Z,2023-04-30T08:01:54.000Z,Automaticien(H/F),"Votre AGENCE ABOUTIR EMPLOI des Ponts de Cé, recherche pour l'un de ses clients, un conducteur de travaux (H/F). A ce titre, vous serez en charge de :- Analyse d'un cahier des charges client.- Rédaction de nomenclatures (électrique, pneumatique et matériel d'automatisme).- Conception de schémas électriques et schémas pneumatiques.- Conception de programmes automatismes, dialogue homme/machine.- Suivi de projet.- Mise au point sur site.- Participer aux essais et à la validation du client.- Mise en route sur site client.- Rédaction de documentations (Documents techniques, notice d'utilisation, ...).Déplacement chez les clients à prévoir.Horaires de journée (variables).Lieu de mission : ANGERS OUESTVous avez le profil correspondant  déposer votre CV ! A bientôt! L'équipe de l'agence ABOUTIR EMPLOI des Ponts de Cé!", , ,CDI,"{'libelle': '49 - CIZAY LA MADELEINE', 'latitude': 47.187576, 'longitude': -0.187958, 'codePostal': '49700', 'commune': '49100'}","{'description': ""Agence de Travail Temporaire spécialisée dans l'Intérim et Cabinet de Recrutement, Aboutir Emploi vous apporte ses connaissances et ses expériences en terme de recrutement du personnel.\n\nAboutir recherche et recrute des professionnels, techniciens, employés, agents de maîtrise et cadres premier niveau pour des missions d'intérim, des CDD et des CDI."", 'entrepriseAdaptee': False}", 
70,2023-04-30T04:44:27.000Z,2023-04-30T04:44:27.000Z,Automaticien (H/F),"RESPONSABILITÉS : 

Intégré(e)au sein de nos équipes d'ingénieurs vous intervenez comme Automaticien auprès de notre client dans le domaine de la production de combustibles destinés aux centrales nucléaires. Nous recherchons un profil confirmé en automatisme machines spéciales.
Avec l'aide du Responsable technique et projet, vos missions seront les suivantes :
- Etude de schémas électriques (SEE ELECTRICAL, XRELAIS...)
- Programmation API (SCHNEIDER,)
- Programmation IHM (WINCC, VIJEO, INTOUCH)
- Programmation de haut niveau (C, C#, VB.Net...)
- Paramétrage d'asservissements à base d'ensembles motorisés
- Intégration de système à commande numérique
- Rétrofit de machines spéciales

PROFIL RECHERCHÉ : 

De formation BAC+2 à BAC+5 orienté automatisme électricité, informatique industrielle, mécatronique avec 6-7 ans d'expérience minimum sur un poste similaire Vous avez de véritables qualités humaines telles que la capacité d'écoute, humilité, diplomatie, esprit de synthèse qui seront déterminantes et contribueront plus que jamais à la réussite du projet. De bonnes capacités rédactionnelles, un esprit de synthèse, capacité d'adaptation, autonomie.", , ,CDI,"{'libelle': '44 - PAIMBOEUF', 'latitude': 47.28567, 'longitude': -2.028652, 'codePostal': '44560', 'commune': '44116'}","{'nom': 'Olys Engineering', 'description': ""Olys Engineering est une filiale Services et Ingénierie du groupe Framatome, elle s'engage auprès de ses clients en vue de fournir des prestations d'ingénierie (Conception et Calculs Mécaniques, Electrique et Instrumentation,) ou encore de support aux projets (PMO, planification...) sur des secteurs de pointe comme le nucléaire, la défense ou encore les énergies alternatives."", 'entrepriseAdaptee': False}", 
71,2023-04-30T03:02:13.000Z,2023-04-30T03:02:13.000Z,Chargé de projet en électrique / automatisme H/F,"Dans le cadre d'une assistance technique, nous recherchons un Chargé de Projet en électriqueet automatisme pour notre client issu du secteur métallurgique.
Le site client est localisé près de Dunkerque.
Vos tâches principales sont :
- Reprendre et terminer les études d'alimentation et d'installation de l'ensemble- Assurer l'interface avec les automaticiens pour la migration automatisme des ensembles techniques- Reprendre les études de transfert du métal liquide depuis les ensembles vers la nouvelle machine- Réaliser conjointement avec l'équipe intégrée de l'ensemble les plannings d'étude et de travaux puis les suivre- Réaliser les essais de l'ensemble, créer et réaliser le dossier de recettes du transfert métal- Réaliser le suivi de chantier et mettre en service l'ensemble- Réaliser les cahiers des charges, les appels d'offres, les analyses technico-économiques et valider les choix techniques- Mettre à jour les dossiers techniques et le découpage technique SAP- Réaliser la mise en service, la fiabilisation, la montée en régime, supporter techniquement les opérateurs- Faire le suivi de la mise à jour des plans et documents électriques et automatismes
Pour mener à bien la mission, vous devez justifier d'un diplôme BAC +5 d'une école d'ingénieur, orienté électrique ou automatisme.
Vos compétences techniques :
- Compétences Autocad- Expérience minimale de 5 ans- Rédaction des CDC, lancement des appels d'offres, analyse technico-économiques- Suivi des chantiers, garantir les arrêts de production par rapport aux plannings- Savoir lire et comprendre les PID de tous les fluides- Connaître les bases de l'instrumentation (température, pression, débit, )- Connaître les normes machines, électriques, ATEX, protection des personnes", , ,CDI,"{'libelle': '59 - DUNKERQUE', 'latitude': 51.034, 'longitude': 2.377, 'codePostal': '59140', 'commune': '59183'}","{'nom': 'DAVRICOURT / Certified Positive Company®', 'entrepriseAdaptee': False}", 
72,2023-04-21T22:42:53.000Z,2023-04-21T22:42:53.000Z,AUTOMATICIEN H / F (H/F),"RESPONSABILITÉS : 

Sofitex Saint - Louis recherche pour l'un de ses client basé à Saint-Louis: un automaticien H / F.
Au sein de l'équipe maintenance, vous assurez le dépannage, la maintenance préventive, la modification et l'amélioration des équipements neufs ou existants dans un souci constant de sécurité, de qualité, de respect de coûts et de la satisfaction client.
Plus précisément vous :
- assurez le dépannage des installations industrielles puis contrôlez les résultats obtenus par les suivis performances (automatisme).
- réalisez les actions de maintenance d'amélioration automatisme et électrotechnique des machines dans un objectif constant d'amélioration de leur fiabilité.
- participez activement à la conception ou la modification des installations, en tant qu'expert et en étroite collaboration avec les services méthodes et industrialisation.
Dans le cadre de votre mission, vous faites preuve de disponibilité dans le recueil des besoins clients, dans l'analyse de leurs problématiques et dans l'apport de solutions adaptées.

PROFIL RECHERCHÉ : 

De formation supérieure en maintenance avec des connaissances en automatisme, vous justifiez d'une première expérience en maintenance industrielle. Vous avez acquis des compétences en mécanique, électricité industrielle. Ouvert au changement, curieux et réactif, vous êtes force de proposition. Vous interviendrez sur un parc d'équipements varié et automatisé. Horaires : 3*8alternance horaires de matin, après-midi, nuit et journée normale. Avantages liés à l'entreprise : mutuelle d'entreprise, aide au repas, participation et intéressement, CE...", , ,CDI,"{'libelle': '68 - HESINGUE', 'latitude': 47.576957, 'longitude': 7.524939, 'codePostal': '68220', 'commune': '68135'}","{'nom': 'SOFITEX', 'description': ""Sofitex Experts Saint-Louis\nSpécialiste dans la délégation et le recrutement d'experts, le réseau Sofitex exerce ses activités depuis plus de 25 ans et se positionne actuellement comme l'un des principaux acteurs transfrontaliers.\nSofitex Experts propose aux candidats un suivi de carrière personnalisé selon l'évolution de leurs aspirations individuelles.\nSofitex Experts fonde sa dynamique et son succès sur le professionnalisme de ses équipes, sa forte réactivité et..."", 'entrepriseAdaptee': False}", 
73,2023-04-20T08:43:18.000Z,2023-04-20T08:43:18.000Z,Ingénieur automaticien H/F,"Votre mission:

Analyser les besoins, définir et proposer les solutions techniques adaptées
Prendre en mains le développement d'IHM et la programmation d'automates
Mettre en œuvre les essais et résoudre les anomalies détectées
Assurer la mise en route des machines et la formation des utilisateurs finaux
Rédiger la documentation technique propres à celles-ci.
Définir le cahier des charges auprès des fournisseurs
Dans le cadre de nos nombreux projets, vous serez amené à :

Analyser les besoins, définir et proposer les solutions techniques adaptées

Prendre en mains le développement d'IHM et la programmation d'automates (spécification des tâches, chronologie, exécution, etc.)

Définir le cahier des charges auprès des fournisseurs d'équipements et mener les négociations techniques et financières

Mettre en œuvre les essais et résoudre les anomalies détectées

Assurer la mise en route des machines et la formation des utilisateurs finaux

Rédiger la documentation technique propres à celles-ci.

 

Vous serez amenés à évoluer dans les environnements : Siemens, Rockwell, Schneider et Omron

Et à utiliser les langages : Structuré, Ladder et FBD.
Dans le cadre de nos nombreux projets, vous serez amené à :

Analyser les besoins, définir et proposer les solutions techniques adaptées

Prendre en mains le développement d'IHM et la programmation d'automates (spécification des tâches, chronologie, exécution, etc.)

Définir le cahier des charges auprès des fournisseurs d'équipements et mener les négociations techniques et financières

Mettre en œuvre les essais et résoudre les anomalies détectées

Assurer la mise en route des machines et la formation des utilisateurs finaux

Rédiger la documentation technique propres à celles-ci.

 

Vous serez amenés à évoluer dans les environnements : Siemens, Rockwell, Schneider et Omron

Et à utiliser les langages : Structuré, Ladder et FBD.

 

Dans le cadre de l'égalité des chances, toutes nos offres d'emploi sont ouvertes aux personnes en situation de handicap.", , ,CDI,"{'libelle': '44 - NANTES', 'latitude': 47.231636, 'longitude': -1.54831, 'codePostal': '44000', 'commune': '44109'}","{'nom': 'Abylsen', 'description': ""Abylsen c'est des projets variés, 8 secteurs d'activités différents, des problématiques industrielles motivantes, qui vous permettrons une réelle montée en compétence. Crée en 2005, c'est aujourd'hui plus de 2400 collaborateurs dans 5 pays européens qui nous font confiance, et qui évoluent avec nous.\n\nVous souhaitez nous rejoindre ? Postulez dès à présent !\n\nAfin de renforcer l'expertise de l'agence Abylsen Nantes, nous sommes à la recherche d'un(e) Ingénie..."", 'entrepriseAdaptee': False}", 
74,2023-04-19T11:20:27.000Z,2023-04-19T11:20:27.000Z,Automaticien H/F,"Dans les domaines de l'aéronautique, du spatial et de la défense, vous prenez en charge les aspects étude de conception (analyse fonctionnelle et organique, architecture matérielle) d'une nouvelle application, vous analysez et faites évoluer une application existante. Vous réalisez les développements en automatisme et concevez la stratégie de tests (usine, site). Vous concevez également les modules de tests et d'activation de process et effectuez les validations unitaires et finales. Enfin, vous effectuez les mises en service, la mise en configuration des moyens d'essais et vous rédigez la documentation projets. Vous devez acquérir une parfaite connaissance du process à piloter et avoir une connaissance de tous les systèmes en interface.
Vous justifiez d'une expérience de 5 années minimum en projets d'automatisme et de supervision. Vous avez une très bonne connaissance des systèmes d'automation (SCHNEIDER et/ou SIEMENS), une bonne connaissance électrotechnique et une capacité à travailler sur un site opérationnel (prise en compte des contraintes d'exploitation et de sécurité du site). Vous savez parler un anglais professionnel et avez de bonnes capacités rédactionnelles.", , ,CDI,"{'libelle': '68 - MULHOUSE', 'latitude': 47.749165, 'longitude': 7.3257, 'codePostal': '68100', 'commune': '68224'}","{'nom': 'Hays France', 'description': 'Notre client est un grand groupe industriel spécialisé dans les travaux de constructions spécialisés. Basé à Mulhouse, et dans le but de renforcer les équipes, nous recherchons un Automaticien.', 'entrepriseAdaptee': False}", 
75,2023-04-15T07:44:45.000Z,2023-04-15T07:44:45.000Z,Automaticien F/H (H/F),"ACTEMIUM Douvrin Manufacturing, entreprise du groupe VINCI Energies spécialisée dans la réalisation de projets d'ensemblier chez les constructeurs, équipementiers automobiles et les industries de biens d'équipement, recherche un Automaticien H/F
ACTEMIUM Douvrin Manufacturing, entreprise du groupe VINCI Energies spécialisée dans la réalisation de projets d'ensemblier chez les constructeurs, équipementiers automobiles et les industries de biens d'équipement, recherche un Automaticien H/F

Directement rattaché au Responsable Projets/Affaires, vous aurez pour missions :
· Les études techniques
· L'analyse du besoin
· La participation aux réunions clients
· La participation aux réunions internes notamment avec les équipes mécaniques
· L'élaboration du dossier technique (analyses fonctionnelles, procédures d'essais, notice utilisateur, notice maintenance, schéma électrique SEE)
· L'élaboration des programmes automates et de robotique
· La mise en service
· La formation des utilisateurs

Ce poste en CDI est à pourvoir sur le secteur de Douvrin (62) pour une rémunération et avantages du groupe VINCI à négocier selon votre profil et expérience.
De formation Bac+2 ou Ingénieur, vous disposez de 3 à 5 ans d'expérience sur un poste similaire.
Vos qualités relationnelles et vos compétences techniques vous aideront à devenir un partenaire privilégié des clients de l'entreprise.
En rejoignant notre structure, vous découvrirez une organisation proche des enjeux locaux et collaborant en réseau avec l'ensemble des entités du groupe où vous trouverez une culture d'autonomie, de confiance et de solidarité.", , ,CDI,"{'libelle': '62 - DOUVRIN', 'latitude': 50.512146, 'longitude': 2.826313, 'codePostal': '62138', 'commune': '62276'}","{'nom': 'Groupe VINCI', 'description': ""ACTEMIUM Douvrin Manufacturing, entreprise du groupe VINCI Energies spécialisée dans la réalisation de projets d'ensemblier chez les constructeurs, équipementiers automobiles et les industries de biens d'équipement."", 'entrepriseAdaptee': False}", 
76,2023-03-30T07:48:05.000Z,2023-03-30T07:48:05.000Z,CHEF.FE DE PROJETS AUTOMATISME (H/F),"Nous recherchons pour le compte de notre client, société spécialisée dans la conception et fabrication d'équipements, process, services pour les industries, un.e Chef.fe de projets en Automatisme (F/H) afin de renforcer son business unit automation.Rattaché.e au responsable de pôle, vous serez en charge de l animation, la gestion d un portefeuille de projets variés, de la conception à la réalisation des machines et équipements.  
Vous assurez : 
- l 'animation de la relation client (support technique, suivi financier / contractuel)
- planifier le cycle de vie du projet
- achats du matériel d intégration (système de vision, robots , laser, équipements spécifiques...)
- animer l équipe projet
- participer aux rédactions des analyses fonctionnelles, risques en lien avec les autres bureaux d'études (électricité, mécanique, robotique, informatique industrielle)", , ,CDI,"{'libelle': '44 - NANTES', 'latitude': 47.239367, 'longitude': -1.555335, 'codePostal': '44000', 'commune': '44109'}","{'nom': 'Expectra', 'description': ""Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.\nLes consultants du Département Ingénierie & Industries vous proposent des opportunités de carrière."", 'entrepriseAdaptee': False}", 
77,2023-03-28T08:11:10.000Z,2023-03-28T08:11:10.000Z,Automaticien H/F,"Tours - Tours (Référence : 1938874) / Au sein de l'entreprise, vous serez en charge de:
-Audit, expertise techniques, l'analyse des procédures de dépannage ayant pour
objectif d'optimiser les performances, les cadences, le fonctionnement d'un équipement
automatisé.
-Réaliser des études de développement d'installations et la programmation d'équipements
machines avec ou sans l'intégration d'un robot.
-Démarrer une installation/machine conformément aux performances et attentes clients.
-Concevoir, modifier et dépanner des machines automatisées en téléassistance
-Rétrofit d'installation ou machines packaging, à partir d'un cahier des charges, backup software,
schémas électriques ou documents d'un constructeur tiers.
-Mettre à jour, tester et valider les programmes automates Siemens, Schneider
-Intéressé à prendre la responsabilité d'un pôle automatisme avec le management d'une équipe
d'automaticiens.
 Pour ce poste, le profil recherché est:
-Connaître et pouvoir identifier les matériaux et technologie de base
-Connaître les aspects fondamentaux de l'électronique, l'électrotechnique, la mécanique
-Maîtriser les langages de programmation et d'aide au diagnostic
-Savoir lire et interpréter des plans, des schémas électriques et des cahiers des charges
-Maitrise de l'anglais", , ,MIS,"{'libelle': '37 - NOUATRE', 'latitude': 47.051186, 'longitude': 0.54965, 'codePostal': '37800', 'commune': '37174'}","{'nom': 'Global Interim', 'description': ""GLOBAL INTERIM TOURS recherche, pour l'un de ses clients basé à Nouâtre, un automaticien (H/F)"", 'entrepriseAdaptee': False}", 
78,2023-03-20T09:40:32.000Z,2023-03-24T17:55:53.000Z,AUTOMATICIEN (H/F),"Recherche: AUTOMATICIEN (H/F)
Segula Technologies est un groupe d'ingénierie présent mondialement, au service de la compétitivité de tous les grands secteurs industriels : automobile, aéronautique, énergie, ferroviaire, naval, pharmacie et pétrochimie.
Présent dans 26 pays, fort de ses 80 implantations dans le monde, le Groupe privilégie une relation de proximité avec ses clients grâce aux compétences de ses 13 000 collaborateurs. Ingénieriste de premier plan plaçant l'innovation au coeur de sa stratégie, Segula Technologies mène des projets d'envergure, allant des études jusqu'à l'industrialisation et la production.
Qualifications
Vous êtes titulaire idéalement d'un Bac +2 et justifiez d'une expérience réussie sur un poste similaire.
Vos habilitations électriques sont à jour.
Segula Technologies est un groupe d'ingénierie présent mondialement, au service de la compétitivité de tous les grands secteurs industriels : automobile, aéronautique, énergie, ferroviaire, naval, pharmac...", , ,CDI,"{'libelle': '59 - BOUSSOIS', 'latitude': 50.292346, 'longitude': 4.043342, 'codePostal': '59168', 'commune': '59104'}",{'entrepriseAdaptee': False}, 
79,2022-10-18T12:43:51.000Z,2023-03-21T08:03:24.000Z,Automaticien - Machines Spéciales F/H/X (H/F),"Effektiv - Ingénierie et Management de la production (Référence : 1520129) / Rattaché au Responsable du service automatisme, vous interviendrez en tant qu'adjoint et assurerez la réalisation des systèmes automatisés en tenant compte des spécifications clients.
Vos missions : 
Participer aux différents choix techniques et commerciaux opérés au sein de l'entreprise en matière d'automatisation (composants, logiciels, etc.) ;
Apporter le soutien technique aux chargés d'affaires pour les devis et avant-projets ;
Valider et/ou concevoir les programmes automates ;
Participer aux revues de contrat ;
Participer à la réalisation de l'analyse fonctionnelle et organique de la machine ;
Assister les équipes de mises en route et d'interventions maintenance et dépannages ;
Assurer le suivi qualitatif et productif de ces affaires ;
Participer à la conception et au développement des nouveaux produits R&amp;D ;
Assurer le support après-vente et les évolutions machines client.
Vous aimerez : 
                            
  Un environnement de travail innovant ;
  Une politique d'entreprise tournée autour de l'humain ;
  Un accompagnement de      proximité et une formation intéressante pour une montée en compétences progressive ;
  Une responsabilité      importante au sein de l'entreprise.
  Doté d'une formation supérieure en automatisme ou électrotechnique, vous disposez d'une expérience de 3 à 5 ans minimum. Idéalement, vous avez déjà travaillé dans un environnement de développement industriel en machines spéciales.
Vous maitrisez les automates Siemens, Schneider et Bradeley.
Motivation, polyvalence, sens des responsabilités, rigueur et autonomie, alliés à un bon relationnel et un fort esprit d'équipe sont autant de qualités qui vous permettront de réussir sur ce poste.
      
Rémunération : 35K/40K€ annuel brut", , ,CDI,"{'libelle': '42 - ST ETIENNE', 'latitude': 45.439695, 'longitude': 4.387177, 'codePostal': '42000', 'commune': '42218'}","{'nom': 'Effektiv', 'description': ""Notre partenaire PME industrielle de 50 personnes en plein développement, reconnue pour son haut niveau de savoir-faire dans la réalisation et la conception de centrales hydrauliques recherche dans le cadre d'un remplacement un Automaticien en Machines Spéciales - F/H/X en CDI à Saint-Etienne"", 'entrepriseAdaptee': False}", 
80,2023-05-03T06:40:00.000Z,2023-05-03T06:40:00.000Z,RESPONSABLE BE AUTOMATISME MACHINE SPÉCIALE (H/F),"Recherche: RESPONSABLE BE AUTOMATISME MACHINE SPÉCIALE (H/F)
La division Industrie et Ingénierie du Cabinet de recrutement Adsearch, recherche pour son client spécialisé en conception et la fabrication de machines spéciales, un(e) Responsable BE Automatisme Machine Spéciale (H/F).
Vos missions:
Intégré(e) au sein de nos équipes BE, vous aurez en charge la gestion technique de projets d'études en automatisme sur des machines spéciales. Vous serez responsable du bon déroulement des affaires et notamment de la satisfaction client, du respect des délais, ainsi que du respect des budgets. Vos principales missions seront les suivantes :
- Participer aux avant projets et chiffrage.
*
* Définir, proposer et optimiser les solutions techniques.
*
* Rédiger les dossiers techniques (analyses fonctionnelles, analyses organiques, analyse imagerie.).
*
* Réaliser et contrôler les études de détail (Programme automate et supervision.).
*
* Réaliser et contrôler les essais plateformes.
- Réali...", , ,CDI,"{'libelle': '69 - OULLINS', 'latitude': 45.713777, 'longitude': 4.80009, 'codePostal': '69600', 'commune': '69149'}",{'entrepriseAdaptee': False}, 
81,2023-05-01T07:36:21.000Z,2023-05-03T09:18:16.000Z,RESPONSABLE AUTOMATISME (H/F),"Recherche: RESPONSABLE AUTOMATISME (H/F)
En bref - Responsable Automatisme H/F - CDI - Toulouse (31) -50 à 60k brut annuel
Adsearch est une société de conseil en recrutement spécialisé.
Aujourdhui, ce sont plus dune centaine de consultants experts dans leur domaine d'activité et secteur géographique qui vous accompagnent dans votre carrière pour vous trouver LE poste idéal.
Notre client spécialisé dans le secteur de le conception et construction de moyens de production est en recherche dun Responsable Automatisme H/F.
Vous aurez pour mission :
-Le management dune équipe de 6 automaticiens ( supervision des tâches, support technique, formation et montée en compétences)
-Relation client durant la gestion du projet
-Support technique sur des questions de robots et automates
-En lien avec les différents services, vous pouvez être amené à assurer la gestion de projet opérationnelle ( suivi de production, livraison, expédition chez le client)
Profil recherché :
-Bac +3, Bac +4...", , ,CDI,"{'libelle': '31 - CORNEBARRIEU', 'latitude': 43.649905, 'longitude': 1.31588, 'codePostal': '31700', 'commune': '31150'}",{'entrepriseAdaptee': False}, 
82,2023-04-30T09:54:39.000Z,2023-04-30T09:54:39.000Z,Responsable de Projets Automatisme - Robotique H/F,"En tant que Responsable de Projets Automatisme - Robotique, vous avez pour missions : 
 * Projets : Implication à partir des plans avec le BE et jusqu'à la mise au point sur sites,
 * Échange avec les différents intervenants (bureau d'études mécanique, électricité, atelier, organisme de certification),
 * Réalisation des études fonctionnelles et électriques (échanges clients, échanges fournisseurs, dimensionnement électrique, schémas électriques, découverte du nouveau matériel, gestion de la sécurité homme machine),
 * Réalisation des programmes sur automates Schneider ou Siemens, les écrans IHM et dialogues entre machines,
 * Programmation des variateurs,
 * Réalisation des programmes sur robot Staublï,
 * Mise en place le système, corriger, optimiser pour monter en cadence (mise au point des ensembles, adaptation au client, adaptation aux normes de sécurité),
 * Missions d'élaborer et de faire évoluer les notices techniques et les procédures,
 * Mission d'accompagner les clients ou les utilisateurs dans la prise en charge du système (formation utilisateurs et maintenance),
 * Déplacements à l'échelle nationale et Europe proche.
De formation Bac +2 minimum, DUT Génie électrique ou informatique industriel, BTS Électrotechnique ou formation équivalente, vous justifiez d'une expérience d'au moins 5 ans dans l'automatisme idéalement dans le secteur industriel de la machine spéciale.
Vous maîtrisez les outils suivants : Automates (Schneider, Siemens), IHM (Vijeo designer,GP-Pro EX, WinCC flexible), Robots (SRS), logiciel de CAO électrique type SEE Electrical.
Si vous ne répondez pas à l'ensemble de ces critères, n'hésitez pas néanmoins à nous transmettre votre candidature. Elle sera étudiée en toute confidentialité.", , ,CDI,"{'libelle': '74 - Savoie (Haute)', 'latitude': 45.885262, 'longitude': 6.319532}","{'nom': 'Page Personnel', 'entrepriseAdaptee': False}", 
