Index,date Creation,date Actualisation,Offres d'emploi,Missions,Compétences,Qualifications Pro,Types de contrat,Lieu de travail,Entreprise,Qualifications
10,2023-04-21T04:57:16.000Z,2023-04-26T07:58:04.000Z,Chef de projet H/F 100% - Direction de la Recherche en Santé,"LOCALISATION : Direction de la Recherche en Santé (DRS) et sur les 4 groupements en fonction des réunions avec les cliniciens, probablement quelques réunions chez Roche à prévoir DESCRIPTIF DU POSTE / MISSIONS PRINCIPALES : Coordonner, sous la responsabilité du directeur de la DRS et en lien avec le comité de pilotage du partenariat, les équipes de Roche Diagnostics, les services médicaux des HCL, les unités de recherche et les autres directions des HCL et les services administratifs, la mise en oeuvre, l'organisation et le suivi du programme scientifique du partenariat.Assurer une fonction de liaison entre le comité de pilotage du partenariat et l'ensemble des acteurs impliqués : animer des points réguliers avec l'ensemble des partenaires concernant l'état d'avancement du programme, suivre le déroulement des activités, recenser les indicateurs, élaborer et mettre à jour des tableaux de bord, piloter les échéances, rédiger des rapports et comptes rendus.Planifier, organiser et animer des manifestations scientifiques permettant de nourrir le partenariat ; participer à la création d'outils de communication et proposer des actions de diffusion/dissémination permettant de promouvoir le partenariat.Faciliter et anticiper la réponse aux appels à projets nationaux et internationaux susceptibles de servir des projets portés par le partenariat. COMPÉTENCES / QUALITÉS REQUISES : Coordination de projets collaboratifs avec des cliniciens chercheurs ; gestion de projets ; rédaction de rapports, de projets de recherche et de demande de financement ; animation de réseau ; maitrise de l'anglais.Savoir-être : - Capacité à gérer des interfaces dans un environnement complexe et matriciel- Communication positive, capacité à convaincre, négocier et à s'adapter- Compétences d'organisation, de synthèse, de suivi de plan d'actions- Qualités d'animation et aptitude à travailler en équipe- Sens de la disponibilité et du service QUALIFICATIONS REQUISES / SOUHAITÉES :Formation scientifique (diplôme d'ingénieur, doctorat, pharmacien ou médecin) avec idéalement une expérience dans le montage et la coordination de programmes partenariaux dans le domaine de la recherche et/ou de l'innovation en santé.Expérience professionnelle dans le secteur académique, hospitalier et/ou industriel, avec une bonne connaissance de la recherche en santé. CONDITIONS ET ORGANISATION DE TRAVAIL :Contrat à durée indéterminée; selon les grilles de la fonction publique hospitalièrePoste à pourvoir dès que possible Fiche de poste 1.34 Mo Publié le : 30/03/2023 - 09:57", , ,CDI,"{'libelle': '69', 'commune': '69123'}",{'entrepriseAdaptee': False}, 
11,2023-04-20T09:43:14.000Z,2023-04-20T09:43:14.000Z,Chef de Projet Santé H/F,"Rattaché au Responsable Études et MOA, le Chef de Projet Santé aura pour principales missions : 
 * Comprendre les parties prenantes de l'écosystème concerné (syndicats, enseignes, organismes représentatifs.) et en assurer les échanges,
 * Réaliser l'étude de marché avec le support d'expert,
 * Définir les principes directeurs de l'offre et sa modélisation économique,
 * Rédiger les conventions de partenariat avec les professionnels de santé,
 * Élaborer les contrats de partenariat,
 * S'assurer de la validité juridique du dispositif mis en place en collaboration avec les conseils externes, 
 * Rédiger l'expression de besoin pour l'application informatique de l'offre,
 * Rédiger et actualiser l'ensemble de la documentation de fonctionnement du réseau et des services,
 * Animer les ateliers de travail et la conduite du projet,
 * Participer aux instances techniques professionnelles.
De formation Bac +5 minimum, vous êtes issu d'une formation de type école de commerce ou master 2, avec idéalement une spécialisation en assurance santé. Vous justifiez d'une expérience d'au moins 5 ans à un poste similaire.
Vous savez très bien rédiger, vous avez un bon esprit d'analyse et d'anticipation. Vous êtes force de proposition, autonome, curieux, créatif, vous aimez travailler en équipe.
Poste ouvert aux personnes en situation de handicap.", , ,CDI,"{'libelle': '75 - Paris (Dept.)', 'latitude': 48.867905, 'longitude': 2.344107}","{'nom': 'Michael Page', 'entrepriseAdaptee': False}", 
12,2023-04-17T07:48:44.000Z,2023-04-17T07:48:44.000Z,Chef de projet déploiement logiciels de santé H/F,"Présentation de l'entreprise
 ICFI est une entreprise d'informatique dont l'activité se situe essentiellement dans le secteur de la santé.
 Indépendante de tout groupe, elle privilégie les relations humaines tant avec ses clients qu'avec ses collaborateurs.
 Nos chefs de projets, assistants de projets et formateurs interviennent sur tout le territoire dans le cadre de déploiement de logiciels auprès de structures hospitalières, de groupes de santé (cliniques Ehpad, PUI) sur différents logiciels (dossiers patients, dossiers résidents, dossier pharmaceutiques, programme HOP'EN) etc.
 Poste proposé
 Vous interviendrez en tant que chef de projet fonctionnel dans le cadre du déploiement de Systèmes d'Information Hospitaliers (SIH) et en particulier d'un Dossier Patient Informatisé (DPI) au sein d'un ou plusieurs établissement publics français au sein d'une équipe spécialisée dans ce domaine
 Ce poste est basé en région Lyonnaise avec des déplacements ponctuels en France
 * En tant que chef de projet, vous organiserez le déploiement des logiciels : présentation, planning, gestion des ressources, lien avec les établissements) .
 * Vous reportez au directeur de projet présent sur Lyon
 * Vous remontez les questions techniques aux services techniques en charge du support ou du développement du DPI
 Compétences et qualités attendues
 Vous avez déjà travaillé en environnement hospitalier et connaissez les SIH
 Vous connaissez des dossiers patients informatisés
 Vous avez géré des projets si possible dans le domaine hospitalier
 Les « savoir-être » : Autonomie. Aisance relationnelle. Sens du service. Savoir s'adapter à ses interlocuteurs, à son milieu, aux imprévus. Empathie . organisation
 - Capacité à travailler avec et faire travailler ensemble les équipes d'experts techniques.
 - Rigueur dans la conduite de projet.
 Une connaissance du secteur de la santé est souhaitable.
 Une expérience minimale de 2 ans en tant que chef de projet est demandée
 Type d'emploi : Temps plein, CDIStatut : Cadre
 Salaire : 42 000,00€ à 52 000,00€ par an
 Avantages :
 * Épargne salariale
 * Participation au transport
 * Titre-restaurant
 Programmation :
 * Périodes de travail de 8 heures
 * Travail en journée
 Types de primes et de gratifications :
 * Prime annuelle
 Mesures COVID-19:Vous interviendrez en milieu hospitalier et devrez vous conformer aux règles en vigueur.
 Question(s) de présélection:
 * Combien d'années d'expérience avez vous dans le secteur de la santé ?
 Lieu du poste : Un seul lieu de travail", , ,CDI,{'libelle': '69 - Rhône'},{'entrepriseAdaptee': False}, 
13,2023-04-17T07:48:05.000Z,2023-04-17T07:48:05.000Z,chef de projet scientifique nutrition santé (H/F),"Au sein du Pôle Sciences et Economie vous intégrez l'équipe Sciences qui a pour missions principales de fournir à la filière des connaissances et références scientifiques sur la qualité sanitaire, technologique et nutritionnelle du lait et des produits laitiers.
 Dans le cadre de vos missions, axées sur la Recherche en Nutrition et Santé, vous aurez notamment à :
 · Assurer le pilotage de projets de recherche :
 - Mettre en œuvre des projets de recherche et assurer la coordination de tous les acteurs impliqués,
 - Organiser et animer des réunions de suivi des projets de recherche en collaboration étroite avec les interlocuteurs internes et les partenaires externes,
 - Suivre le budget des projets qui vous sont confiés et respecter les délais,
 - Valoriser les résultats en interne comme en externe : interprétation des résultats des études en les mettant en perspective ; recommandations sur l'utilisation directe des résultats.
 · Être en veille permanente sur les domaines scientifiques d'intérêt
 · Analyser et synthétiser les connaissances scientifiques pour participer à l'identification de nouveaux axes de recherche
 · Définir des nouveaux projets de recherche en fonction des besoins exprimés par les différentes instances et la gouvernance du Cniel
 · Rédiger ou participer à la rédaction de documents (lettres de veille, argumentaires, rapports de synthèse.).
 Vous travaillez en mode projet en collaborant étroitement avec les différentes équipes du Pôle et du CNIEL (Communication santé, Réglementaire, Information aux professionnels, ...) et avec nos interlocuteurs externes (experts scientifiques, partenaires académiques, homologues internationaux...).
 Type d'emploi : Temps plein, CDIStatut : Cadre
 Salaire : 42 000,00€ à 43 000,00€ par an
 Avantages :
 * Participation au transport
 * RTT
 * Titre-restaurant
 Programmation :
 * Du lundi au vendredi
 * Travail en journée
 Types de primes et de gratifications :
 * 13ème Mois
 Formation:
 * Bac +8 (Doctorat) (Exigé)
 Lieu du poste : Un seul lieu de travail", , ,CDI,{'libelle': '75 - Paris (Dept.)'},{'entrepriseAdaptee': False}, 
14,2023-04-12T21:46:32.000Z,2023-04-12T21:46:32.000Z,Chef de projet informatique SANTE ( EAI Flux / Interfaces hl7 ) (IT) / Freelance (H/F),"Rattaché à al DSI, vous interviendrez en tant que Chef de projet interopérabilité et vous assurerez la gestion du volet interopérabilité dans le cadre du déploiement des nouvelles interfaces avec les éditeurs.
Piloter les différentes phases dinstallation interopérabilité. En tant quexpert, vous assurez directement le paramétrage des connexions nécessitant un niveau dexpertise.
 Piloter et réaliser des phases de tests avec les éditeurs
 Participer à la rédaction des éléments documentaires liés au livrable interopérabilité
 Etre responsable du livrable interopérabilité
Profil candidat:
De formation informatique, vous avez de lexpérience (minimum 5 ans) sur des projets interopérabilités.
- Connaissance des normes déchanges utilisées pour la santé : HL7, IHE, Hprim Santé, Hprim XML 
- Connaissance technique : SQL, réseau
- Technique de gestion de projet
- Autonomie, leadership, esprit collaboratif, écoute active
- Bonne communication, capacité à challenger les contributeurs aux projets
Important: la connaissance des produits dEAI du marché ( Jeebop, enovacom..etc)", , ,LIB,"{'libelle': '75', 'commune': '75056'}",{'entrepriseAdaptee': False}, 
15,2023-04-12T21:43:47.000Z,2023-04-12T21:43:47.000Z,Appui PMO au chef de projet informatique MOE SI Santé - Indépendant/Freelance H/F (IT) / Freelance,"Depuis plus de 7 ans, HR DNA accompagne les entreprises de toute taille sur l'ensemble de leurs problématiques de recrutement. Notre entreprise fonctionne comme une start-up sans hiérarchie prononcée ou process cloisonnant ! 
L'autonomie, la proactivité et l'inventivité ne sont pas que des mots : c'est notre méthode de travail ! Découvrez une nouvelle façon de travailler, un environnement collaboratif : vous travaillerez avec les fondateurs, les responsables de BU et les consultants. 
HRDNA est viscéralement attachée aux valeurs telles que la bienveillance et l'honnêteté, que ce soit envers ses collaborateurs, ses fournisseurs ou ses consultants. 
C'est dans ce contexte que vous pourrez réaliser, au quotidien, des missions variées, auprès d'une clientèle diversifiée !
Dans le cadre d'un recrutement en Freelance/Indépendant, HR DNA recherche pour l'un de ses clients situé à Nanterre un Appui PMO au chef de projet MOE SI Santé F/H. 
Le Client a comme principal enjeu de :
- Garantir le MCO des applications fournissant des services RH (Formation, Mobilité, Prévention, Médecine de travail et de contrôle, risque chimique...) aux acteurs de la filière RH élargie (managers, MOA RH, Médecins, etc.)
- Accompagner les métiers dans la modernisation de leurs SI multi plate-forme 
Vos missions sont les suivantes : 
La prestation implique des échanges avec l'ensemble des acteurs du Projet, les autres groupes et structures du département ainsi que les métiers représentés par les commanditaires et les opérateurs RH des différentes sociétés clientes.
- Une prestation d'appui technique 
- Un rôle de PMO auprès de la chef de projet du client sur les deux projets menés en parallèle
- Organisation et appui au pilotage des projets 
- Elaboration et mise à jour de plannings
- Préparation de supports de réunions 
- Rédaction de compte-rendu
- Rédaction de documents projets type support de jalons, 
- Rédaction de supports budgétaires
- Analyse de risques
- Elaboration d'alertes
- Garantir la mise à jour des outils de pilotage 
- Contribution et participation aux instances de gouvernance du projet
- Organiser des ateliers de travail avec les parties prenantes techniques (IT-O, TMA, etc.)
- Capacité à animer des ateliers avec les parties prenantes projet, préparés avec la Chef de Projet
Compétences :
- Bonne communication
- Proactivité et prise d'initiative
- Organisation et rigueur
- Expérience significative sur un projet similaire
- Date de démarrage : idéalement dès que possible 
Rémunération : selon le profil 
Rejoignez nous !", , ,LIB,"{'libelle': '92 - NANTERRE', 'latitude': 48.896668, 'longitude': 2.20237, 'codePostal': '92000', 'commune': '92050'}",{'entrepriseAdaptee': False}, 
16,2023-04-12T06:13:08.000Z,2023-04-12T06:13:08.000Z,Chef de projet - Application Santé (H/F),"La société : 

Vous aimez relever les défis, vous êtes dynamique et passionné(e) par les projets IoT et/ou les applications digitales - Alors, Agixis est la tribu de vos rêves !
Créée par une équipe de passionnés, comme un cadeau, la veille de Noël 2010, Agixis est une société de conseil et d'expertise IT, spécialiste du marché de l'IoT « Internet Of Things ». Elle conçoit et développe des solutions ambitieuses pour les projets innovants de ses clients, afin de les accompagner dans la conquête de leurs marchés, en créant de nouveaux services à forte valeur ajoutée.
Sa baseline reflète la vision de la société : « All connected » !!
Le poste : 

Au sein d'une équipe composée de 12 experts, tu aborderas différentes thématiques liées au secteur médical et aux architectures .NET web. Tu pilotes ton projet et accompagnes ton équipe en méthode agile, sur chacun des sprints.  
Piloter le projet en méthodologies Agiles projets et garantir les clauses contractuelles, les coûts, qualité, délais de chacun, 
Manager les équipes et les accompagner dans leur évolution, 
Gérer la relation client en assurant : le suivi, les comités de pilotage mensuels, les comités stratégiques..., 
Assurer le reporting auprès de la Direction. 
Profil recherché : 

En plus de ta formation supérieure, tu as au moins 5 ans d'expérience en chefferie de projet IT. Agiliste, tu es convaincu par les méthodes agiles. Au-delà de tes compétences techniques, tu aimes relever les défis, tu es dynamique et passionné par les projets IoT et/ou les applications digitales.  
Pourquoi Agixis - Intégrer nos équipes d'Agiciens, c'est rejoindre une communauté où la convivialité et la solidarité animent notre quotidien. Notre management humain, te permet d'être accompagné dans le développement de tes compétences et dans la construction d'une carrière qui te ressemble.", , ,CDI,"{'libelle': '69 - VILLEURBANNE', 'latitude': 45.768975, 'longitude': 4.890035, 'codePostal': '69100', 'commune': '69266'}","{'nom': 'Agixis', 'description': 'Agixis', 'entrepriseAdaptee': False}", 
17,2023-04-08T06:18:16.000Z,2023-04-08T06:18:16.000Z,Chef de projet - IT - Santé Social Emploi - Île-de-France - (H/F),"Sopra Steria, l'un des leaders européens de la Tech reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif. Fort de 47 000 collaborateurs dans près de 30 pays, le Groupe a réalisé un chiffre d'affaires de 4,7 milliards d'euros en 2021.The world is how we shape it.Pour plus d'informations, retrouvez-nous sur www.soprasteria.com/frVotre futur environnement de travailLa division Santé Social Emploi, partenaire de premier ordre de la modernisation et la transformation numérique des organismes de santé et de protection sociale touchant les domaines de l'intelligence artificielle, le Big Data, la réalité virtuelle, le serious game, la mobilité?Vous aussi participez au monde numérique de demain !Vos tâchesVous êtes en immersion totale au sein d'une équipe projet où la bonne humeur rime avec efficacité. Véritable acteur majeur de l'avant-vente, vous supervisez plusieurs projets en cycle traditionnel ou en agile, dans un environnement technique orienté Java :- Face au client, vous êtes responsable de la définition de la solution (enjeux, stratégie, maitrise des risques, planning, staffing, livrables, etc.) ;-Vous êtes garant du respect des engagements de services au forfait (coût, délais, qualité) ;-Vous animez les instances de pilotage ;- Avec votre équipe, vous êtes garant(e) en toute autonomie de la bonne avancée des projets en vous assurant du respect des engagements et de la satisfaction client, dans un souci de fidélisation. Vous assurez également le suivi et la montée en compétence des membres de votre équipe ;- Avec la structure, vous assurez un reporting de qualité, et savez donner la visibilité avec la juste hauteur de vue aux différents interlocuteurs de votre entité opérationnelle.Bien sûr, ces tâches peuvent évoluer afin d'être aussi bien à l'écoute de vos envies et désirs d'apprentissage que des besoins du projet.Vous allez ainsi rejoindre un environnement technologique riche et varié notamment JAVA, Angular, Springbatch.Ce que nous vous proposonsCe que nous proposons- Un accord télétravail pour télétravailler jusqu?à 2 jours par semaine selon vos tâches. (à préciser uniquement si le poste en question est éligible au télétravail)- Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d?intéressement, des primes vacances et cooptation.- Un accompagnement individualisé avec un mentor.Des opportunités de carrières multiples : plus de 50 métiers, autant de passerelles à imaginer ensemble.- Plusieurs centaines de formations accessibles en toute autonomie depuis l?app mobile avec Sopra Steria Academy.- La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».- L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore?).Votre profilVous êtes issu(e) d'un Master 2 (Ecole d'Ingénieurs ou Universitaire) et possédez au moins 5 ans d'expériences en management de projet dans des environnements complexes et exigeants, à engagement de résultats.Le pilotage d'un projet à enjeux, la gestion d'une relation client, la pédagogie et le management opérationnel d'une équipe d'environ 5 à 10 personnes n'ont plus aucun secret pour vous.Vous avez acquis une certaine hauteur de vue, vous permettant de comprendre les enjeux stratégiques d'un projet.Orienté business et résultat, vous aimez fédérer les équipes en direct et/ou transverse vers un objectif commun, dans un modèle RH orienté collaborateur.Enfin, vous possédez une expérience technique significative qui vous permet d'être proche du terrain et de comprendre l'architecture globale du projet.Vous voulez travailler sur des projets qui allient challenge techniques, nouvelles technologies et innovation ?Alors intégrez une entreprise où règne un esprit entrepreneurial fort et une atmosphère propice à votre évolution : participez sans plus attendre à une transformation durable grâce à une véritable aventure humaine au sein d'un grand groupe international.Chez Sopra Steria, nous sommes engagés pour lutter contre toute forme de discrimination. Nous favorisons un environnement de travail inclusif et respectueux de toutes les différences.Tous nos postes sont ouverts aux personnes en situation de handicap.https://www.soprasteria.fr/nous-connaitre/no", , ,CDI,{'libelle': '75 - Paris (Dept.)'},"{'nom': 'Forum Emploi-Formation-Alternance: Talents Handicap', 'entrepriseAdaptee': False}", 
18,2023-04-06T15:13:41.000Z,2023-04-26T09:09:00.000Z,Chef de projet technique informatique F/H (secteur santé) (H/F),"Chef de projet technique informatique F/H (secteur santé)CDI (statut cadre) à Rennes (35) / Télétravail partielMin. 3 ans d'expérience en tant que chef de projet informatiqueRémunération selon votre expérience et vos compétences : 38 à 45K€ bruts annuels (hors avantages Scalian). Qui êtes-vous ?Vous recherchez un nouveau challenge en gestion de projets informatiques ?D'un naturel dynamique, curieux et proactif, vous êtes naturellement fédérateur(trice) et aimez travailler en autonomie. mais pas tout seul !Au-delà d'un poste, vous êtes attentif(ve) à la qualité de vie au travail et souhaitez rejoindre une entreprise qui place l'humain au cœur de son projet ?On vous attend chez Scalian !Quel sera votre rôle ?Nous accompagnons notre client, acteur majeur du numérique dans les établissements de santé et le secteur public, dans ses projets et recrutons un Chef de projet informatique (F/H) à Rennes (35).Vous organisez et conduisez les projets techniques de bouten bout. Vous assumez la responsabilité des différentes phases depuis latraduction des besoins utilisateurs jusqu'à la recette utilisateurs et la miseen production. Vous assurez également le suivi auprès du client, et la facturation et la rentabilité des projets eninterne. La mission principale s'articule autour de trois grands axes :Le déploiement : conduite de projet mono-domaine, assurer des maîtrises d'œuvre transversales, comprendre, recueillir et analyser les besoins des clients, superviser la conception et la réalisation de projets, animer des réunions internes de coordination, négocier et rédiger les documents contractuels, déployer la stratégie industrielle de l'entreprise sur les projets, recueillir des indicateurs qualité produits et projets, conseiller et assister les chefs de projets ;Le suivi progiciel : gérer les réunions de crise en lien avec les autres équipes en interne et le client ;L'avant-vente : Piloter des réponses à appel d'offre.Vous serez également amené à travailler sur une mission spécifique, sur laquelle vous assurez des prestations d'assistance à Maîtrise d'ouvrage, des maîtrises d'œuvre d'intégration et des prestations de responsable de compte. Vous gérez également le département ""projet"" (budget, reporting, etc.) et établissez des devis pour certains clientsOutils et environnement (bases techniques requises) : Linux (commandes de base, fonctionnement général)Oracle (fonctionnement général), EAI (connaissances de base).Ce que cette expérience va vous apporterVous bénéficierez grâce à Scalian d'un accompagnement et d'un plan de formation personnalisésAu sein de notre agence rennaise, vous pourrez vous appuyer sur une communauté dynamique et engagée, et prendre part à de nombreux rendez-vous et événements : réunions mensuelles, présentation des projets de l'agence, événements tout au long de l'annéeEt bien sûr, vous pourrez vous impliquer au sein de l'agence en partageant vos idées !Ce que nous recherchons chez vous De formation Bac+3 à Bac+5, vous avez acquis une expérience d'au moins 3 ans en gestion de projets informatiques techniques ;Vous avez des connaissances techniques sur les points mentionnés en description.Vous aimez le travail en équipe, particulièrement le partage de connaissances pour faciliter la montée en compétences.Pourquoi feriez-vous le grand saut ?Parce que Scalian est ungroupe de spécialistes, porteur d'un projet de développement ambitieux, tourné vers l'innovation et engagé auprès deses clients où vous pourrez :Construire un parcours professionnel sur mesure, adapté à vos envies, grâce à la variété des missions dans votre aire d'expertise et les passerelles entre les métiersApprendre par la qualité des projets sur lesquels vous interviendrez, dans votre spécialité, et grâce au large catalogue formations délivrées par notre Academy interneDisposer d'un cadre social attractif et respectueux des besoins de chacun (accord télétravail, crèches, couverture sociale, flexibilité, mobilité douce.)Contribuer à des sujets de R&D ou participer à des projets internesFaire partie d'une équipe conviviale qui saura fairerimer travail avec plaisir !Evoluer dans un environnementbienveillant qui privilégie une expérience collaborateur dequalité. Le leadership, la confiance, l'inclusion, l'innovation et les valeurspositives qui nous animent quotidiennement, nous ont permis d'être reconnuset récompensés par le label Great Place To Work®.Qui sommes-nous ?Humans& technology to scale up sustainable performanceCréé en 1989, Scalian est ungroupe français à dimension internationale, avec des bureaux en Europe etAmérique du Nord, spécialisé dans la transformation des entreprises par sadouble maitrise des processus métiers et des technologies digitales.Dans le TOP10 des sociétés deconseil en Ingénierie en France, le Groupe intervient sur des activités deservices", , ,CDI,"{'libelle': '35 - RENNES', 'latitude': 48.110899, 'longitude': -1.68365, 'codePostal': '35000', 'commune': '35238'}",{'entrepriseAdaptee': False}, 
19,2023-04-05T03:11:12.000Z,2023-04-05T03:11:12.000Z,CHEF(FE) DE PROJET STATION SANTE - H/F,"Description :


  Le CHU de Bordeaux est un établissement public de santé ayant pour missions : le soin, l'enseignement et la recherche, ainsi qu'à titre subsidiaire, la réalisation de prestations de service, la valorisation des activités de recherche et leurs résultats, l'exploitation des brevets et des licences.
L'innovation technologique au CHU de Bordeaux se caractérise par plus de 80 projets faisant l'objet d'un titre de propriété intellectuelle, plusieurs succès de transfert industriel notamment dans le domaine du numérique en santé et le financement de grands programmes de RetD (ex. RHU Digital Urology)
Pour la réalisation de ses missions de recherche et de valorisation de leurs résultats, le CHU de Bordeaux s'appuie sur sa Direction de la Recherche Clinique et de l'Innovation (DRCI). Le personnel de la DRCI est composé de personnels médicaux (12.45 ETP) et de personnels non-médicaux (322.4 ETP)
Au sein de la DRCI, le département « Innovation et Evaluation médico-économique » de la DRCI a trois missions principales :
Détecter et accompagner «de l'idée au marché » des projets innovants portant sur des technologies de santé en interne au CHU de Bordeaux (professionnels de santé) ou en collaboration avec des producteurs de technologies (notamment PME/Start-ups).
Accompagner le montage de projets de recherche partenariaux de RetD et/ou d'évaluation clinique et/ou médico-économique sur les technologies de santé (Appel à projets nationaux ANR, DGOS, BPI, Région) en lien avec les autres départements de la DRCI
Aider à la décision locale en matière d'intégration d'innovation technologique dans les processus de soins
Station E-Santé est le tiers lieu d'expérimentation en santé numérique de la 1ère région française en croissance d'emplois de la filière numérique, représentant 50 % du chiffre d'affaire et de l'emploi de la e-santé en France, et la 3ème région de la filière Ed Tech. Station Santé vise à accompagner les industriels du numérique en Santé dans la conception et l'évaluation de leurs solutions numériques en facilitant l'accès à l'expertise clinique, scientifique et technologique de ses membres. Le consortium Station Santé rassemble [1] des structures de soins représentatives des pratiques et défis de la santé dans tout le parcours de soins afin de donner aux expérimentations et tests d'usages leur utilité la plus aboutie : le CHU de Bordeaux, chef de file, le Centre Hospitalier Charles Perrens spécialisé dans les pathologies mentales, le Centre Hospitalier de la Côte Basque, AGORA Lib' regroupant les 47 CPTS de la Région Nouvelle Aquitaine, le GHT Gironde. [2] des compétences scientifiques pluridisciplinaires avec l'Université de Bordeaux, le CNRS, l'INSERM [3] des compétences technologiques et méthodologiques avec le CATIE, Centre de Ressources Technologiques régional dédié au numérique et aux nouvelles technologies digitales [4] Des structures socio-économiques avec la technopôle UNITEC, la SATT Aquitaine Science Transfert et les pôles Digital Aquitaine et ALLIS-NA qui offrent une capacité d'animation, de détection et d'accompagnement des entreprises indispensables à la vie et pérennisation du Tiers Lieu
En lien avec le responsable Innovation de la DRCI et les référents médicaux du projet Station Santé, la mission générale consiste à accompagner la structuration et la coordination du consortium Station E-Santé dans le respect de la feuille de route et des objectifs partagés par l'ensemble des partenaires du consortium.
Le chef de projet STATION E-SANTE aura notamment en charge de :
COORDINATION DU PROCESSUS SELECTION DES SOLUTIONS NUMERIQUES
Mettre en œuvre le processus de détection et sélection des solutions numériques à expérimenter (formulaire en ligne, AAP annuels, comité de sélection) en lien avec les terrains d'expérimentation et les coordinateurs de filières ;
Coordonner une réflexion sur l'opportunité de créer un ou plusieurs lieux physiques d'accueil des entreprises pour faciliter les échanges et la mise en œuvre des expérimentations ;
COORDINATION ET SUIVI DES PROJETS D'EXPERIMENTATION
Coordonner le montage et la mise en place des expérimentations sélectionnées en lien avec les parties prenantes ;
Assurer le reporting des expérimentations et la performance des processus d'expérimentation ;
MOBILISATION DES TERRAINS D'EXPERIMENTATION
Mettre en œuvre les actions de développement et de mobilisation des terrains d'expérimentation
Coordonner l'identification des besoins des professionnels de santé ;
Etendre le réseau de structure de soins ;
ELABORER AVEC LES STRUCTURES PARTENAIRES UNE OFFRES DE SERVICES « STATION E-SANTE » COHERENTE
Analyser et valoriser les offres et compétences de chaque partenaire ;
Créer et faire évoluer une offre", , ,CDD,"{'libelle': '33 - TALENCE', 'latitude': -0.587962, 'longitude': 44.808843, 'codePostal': '33400', 'commune': '33522'}","{'nom': 'CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX', 'entrepriseAdaptee': False}", 
20,2023-04-04T07:14:02.000Z,2023-04-26T16:57:59.000Z,CHEF DE PROJET SCIENTIFIQUE NUTRITION SANTÉ F/H (H/F),"L'interprofession laitière, le CNIEL, a été créée en 1973 par les producteurs et les transformateurs.
Le CNIEL remplit deux objectifs principaux : faciliter les relations entre producteurs et transformateurs de la filière laitière et promouvoir l'image du lait et des produits laitiers. Il a notamment pour mission de définir et mettre en oeuvre des programmes de recherche d'intérêt collectif, de participer à la recherche nutritionnelle et à la diffusion de ses résultats.
Nous rejoindre, c'est aussi avoir envie de contribuer aux engagements de responsabilité sociétale de la filière laitière et à la démarche France Terre de Lait.
Au sein du Pôle Sciences et Economie vous intégrez l'équipe Sciences qui  a pour missions principales de fournir à la filière des connaissances et références scientifiques sur la qualité sanitaire, technologique et nutritionnelle du lait et des produits laitiers.
Dans le cadre de vos missions, axées sur la Recherche en Nutrition et Santé, vous aurez notamment à :
- Assurer le pilotage de projets de recherche :
- Mettre en oeuvre des projets de recherche et assurer la coordination de tous les acteurs impliqués,
- Organiser et animer des réunions de suivi des projets de recherche en collaboration étroite avec les interlocuteurs internes et les partenaires externes,
- Suivre le budget des projets qui vous sont confiés et respecter les délais,
- Valoriser les résultats en interne comme en externe : interprétation des résultats des études en les mettant en perspective ; recommandations sur l'utilisation directe des résultats.
- Être en veille permanente sur les domaines scientifiques d'intérêt
- Analyser et synthétiser les connaissances scientifiques pour participer à l'identification de nouveaux axes de recherche
- Définir des nouveaux projets de recherche en fonction des besoins exprimés par les différentes instances et la gouvernance du Cniel
- Rédiger ou participer à la rédaction de documents (lettres de veille, argumentaires, rapports de synthèse...).
Vous travaillez en mode projet en collaborant étroitement avec les différentes équipes du Pôle et du CNIEL (Communication santé, Réglementaire, Information aux professionnels, ...) et avec nos interlocuteurs externes (experts scientifiques, partenaires académiques, homologues internationaux...).
Docteur en sciences dans le domaine de la Nutrition-Santé Humaine, vous justifiez d'une expérience de 3 à 5 ans dans l'industrie agro-alimentaire ou pharmaceutique, et / ou d'une expérience de collaboration avec la recherche industrielle.
La connaissance de la filière laitière (production et transformation) et de la matrice laitière serait un plus
Les compétences suivantes seront nécessaires à la tenue du poste :
- Gestion de projet
- Capacité d'analyse et de synthèse, aptitudes rédactionnelles
- Aisance relationnelle et sens politique, capacité à adapter sa communication selon son auditoire
- Ouverture et esprit d'équipe
- Capacités organisationnelles, sens des priorités
- Très bonne maîtrise de l'anglais : travail avec des experts et interlocuteurs internationaux", , ,CDI,"{'libelle': 'France', 'latitude': 48.876987, 'longitude': 2.337538}",{'entrepriseAdaptee': False}, 
